Current (A),Voltage_B1(V),Voltage_B2(V),Voltage_B3(V)
1.667169,4.030940,4.076922,4.108869
1.667169,4.030940,4.076094,4.108037
1.667169,4.030940,4.076922,4.108869
1.667169,4.029292,4.076094,4.108869
1.665525,4.030116,4.076922,4.110531
1.665525,4.029292,4.076094,4.108869
1.666347,4.030116,4.076922,4.108869
1.666347,4.030116,4.076094,4.108869
1.666347,4.030116,4.076094,4.108037
1.666347,4.030116,4.076922,4.108869
1.667169,4.030116,4.076922,4.108869
1.666347,4.029292,4.076094,4.108037
1.666347,4.030116,4.076922,4.108037
1.666347,4.030116,4.075266,4.108037
1.666347,4.030116,4.076094,4.108037
1.665525,4.029292,4.076094,4.107206
1.665525,4.029292,4.076094,4.107206
1.666347,4.030116,4.076922,4.108037
1.665525,4.030116,4.076094,4.108037
1.666347,4.030116,4.076094,4.108037
1.666347,4.030940,4.076094,4.108869
1.666347,4.030116,4.076094,4.108037
1.666347,4.030116,4.076094,4.108037
1.666347,4.030116,4.076094,4.108037
1.665525,4.030116,4.076094,4.108037
1.667169,4.030116,4.076094,4.108869
1.666347,4.030116,4.076094,4.107206
1.666347,4.030940,4.076094,4.108037
1.666347,4.030116,4.075266,4.107206
1.666347,4.030116,4.075266,4.108037
1.666347,4.030116,4.075266,4.108037
1.665525,4.030940,4.075266,4.108037
1.666347,4.030116,4.075266,4.108037
1.666347,4.030116,4.075266,4.108037
1.666347,4.030116,4.075266,4.107206
1.666347,4.030116,4.075266,4.107206
1.665525,4.030940,4.075266,4.107206
1.667169,4.030116,4.075266,4.107206
1.666347,4.030116,4.075266,4.107206
1.666347,4.030940,4.075266,4.107206
1.666347,4.030116,4.075266,4.106375
1.666347,4.030116,4.075266,4.106375
1.666347,4.030116,4.075266,4.106375
1.665525,4.030116,4.075266,4.107206
1.665525,4.030116,4.075266,4.107206
1.667169,4.030940,4.075266,4.107206
1.666347,4.030116,4.075266,4.107206
1.665525,4.029292,4.074438,4.107206
1.666347,4.030116,4.075266,4.106375
1.667169,4.029292,4.075266,4.107206
1.666347,4.029292,4.075266,4.107206
1.667169,4.029292,4.075266,4.107206
1.666347,4.029292,4.075266,4.106375
1.667169,4.029292,4.075266,4.106375
1.666347,4.029292,4.074438,4.106375
1.667169,4.029292,4.074438,4.106375
1.666347,4.029292,4.075266,4.106375
1.667169,4.028467,4.075266,4.106375
1.667169,4.028467,4.075266,4.106375
1.667169,4.028467,4.075266,4.106375
1.667169,4.029292,4.074438,4.107206
1.667991,4.029292,4.074438,4.106375
1.667169,4.029292,4.074438,4.106375
1.665525,4.029292,4.075266,4.106375
1.667169,4.029292,4.075266,4.105544
1.667169,4.029292,4.075266,4.105544
1.667169,4.028467,4.075266,4.106375
1.667169,4.029292,4.075266,4.106375
1.666347,4.029292,4.074438,4.106375
1.666347,4.029292,4.075266,4.105544
1.667169,4.029292,4.075266,4.105544
1.667169,4.030116,4.074438,4.105544
1.667169,4.030116,4.074438,4.105544
1.667169,4.030116,4.074438,4.105544
1.667169,4.029292,4.074438,4.105544
1.667169,4.029292,4.074438,4.105544
1.667169,4.029292,4.074438,4.105544
1.667169,4.029292,4.074438,4.105544
1.667169,4.029292,4.074438,4.105544
1.667169,4.029292,4.074438,4.105544
1.667169,4.029292,4.074438,4.105544
1.667169,4.030116,4.074438,4.105544
1.667169,4.030116,4.074438,4.105544
1.667169,4.030116,4.074438,4.105544
1.667169,4.028467,4.074438,4.105544
1.667169,4.028467,4.073609,4.104713
1.667991,4.028467,4.073609,4.104713
1.668813,4.027643,4.072781,4.103882
1.667991,4.028467,4.073609,4.104713
1.667169,4.028467,4.072781,4.103882
1.667169,4.028467,4.073609,4.104713
1.667991,4.028467,4.072781,4.103882
1.667169,4.028467,4.073609,4.104713
1.667169,4.028467,4.073609,4.103882
1.667991,4.028467,4.072781,4.103882
1.667169,4.029292,4.073609,4.104713
1.667169,4.028467,4.072781,4.103051
1.666347,4.028467,4.073609,4.103882
1.666347,4.028467,4.073609,4.103882
1.667169,4.027643,4.072781,4.103882
1.667169,4.028467,4.073609,4.104713
1.667169,4.027643,4.072781,4.103882
1.667169,4.028467,4.072781,4.104713
1.667169,4.027643,4.072781,4.103882
1.666347,4.028467,4.073609,4.104713
1.667169,4.026819,4.072781,4.103882
1.667169,4.028467,4.073609,4.104713
1.667169,4.027643,4.072781,4.103882
1.666347,4.028467,4.073609,4.103882
1.667991,4.027643,4.072781,4.103051
1.667169,4.028467,4.072781,4.103882
1.667169,4.028467,4.072781,4.103051
1.667991,4.027643,4.072781,4.103051
1.667169,4.027643,4.072781,4.103051
1.667169,4.028467,4.072781,4.103051
1.667991,4.027643,4.071953,4.103051
1.667169,4.028467,4.073609,4.103882
1.667169,4.027643,4.071953,4.103051
1.667991,4.028467,4.072781,4.103882
1.667169,4.027643,4.071953,4.103051
1.667169,4.028467,4.072781,4.103882
1.667169,4.028467,4.072781,4.103051
1.667169,4.027643,4.071125,4.102220
1.667169,4.029292,4.072781,4.103051
1.667169,4.027643,4.071953,4.102220
1.667169,4.028467,4.072781,4.103051
1.667991,4.027643,4.071953,4.101389
1.667169,4.027643,4.072781,4.103051
1.667169,4.028467,4.072781,4.103882
1.667169,4.026819,4.071953,4.102220
1.667169,4.028467,4.072781,4.103882
1.667991,4.026819,4.071953,4.103051
1.667169,4.028467,4.072781,4.103882
1.667991,4.025995,4.071125,4.101389
1.667169,4.027643,4.072781,4.103051
1.667169,4.027643,4.072781,4.103051
1.667169,4.025995,4.071953,4.101389
1.667169,4.027643,4.072781,4.103882
1.667169,4.025995,4.071125,4.101389
1.667169,4.027643,4.072781,4.103051
1.667169,4.028467,4.072781,4.103051
1.667169,4.026819,4.071125,4.100558
1.667169,4.027643,4.072781,4.102220
1.667169,4.025995,4.070297,4.100558
1.667169,4.026819,4.071953,4.103051
1.667169,4.026819,4.071953,4.102220
1.667169,4.025995,4.071953,4.102220
1.667169,4.026819,4.072781,4.102220
1.667991,4.025171,4.070297,4.100558
1.667169,4.026819,4.071953,4.102220
1.667991,4.025171,4.070297,4.100558
1.667169,4.026819,4.071953,4.102220
1.667169,4.026819,4.072781,4.102220
1.667991,4.025171,4.071125,4.099727
1.667991,4.026819,4.072781,4.101389
1.667169,4.025171,4.070297,4.099727
1.667169,4.025995,4.071953,4.100558
1.667169,4.026819,4.072781,4.102220
1.667991,4.025171,4.070297,4.099727
1.667169,4.025995,4.071953,4.102220
1.667991,4.024347,4.070297,4.100558
1.667169,4.025995,4.071953,4.101389
1.666347,4.025995,4.071953,4.101389
1.667169,4.024347,4.070297,4.099727
1.667169,4.025995,4.071953,4.102220
1.667991,4.025171,4.071125,4.100558
1.667169,4.025995,4.071125,4.100558
1.667169,4.026819,4.071953,4.101389
1.667169,4.024347,4.069469,4.098896
1.667169,4.026819,4.071953,4.101389
1.667169,4.026819,4.071125,4.101389
1.667991,4.024347,4.069469,4.098065
1.666347,4.026819,4.071953,4.101389
1.667169,4.025171,4.070297,4.099727
1.667169,4.025995,4.071125,4.100558
1.667169,4.025995,4.071125,4.100558
1.667991,4.023523,4.069469,4.098896
1.667169,4.026819,4.071953,4.101389
1.667169,4.026819,4.071953,4.101389
1.667991,4.024347,4.068641,4.098896
1.667169,4.026819,4.071953,4.101389
1.667991,4.025995,4.071125,4.101389
1.667991,4.023523,4.068641,4.098065
1.667991,4.025995,4.071125,4.101389
1.667169,4.026819,4.071125,4.100558
1.668813,4.025171,4.069469,4.098896
1.667169,4.025995,4.071125,4.101389
1.667991,4.025995,4.071125,4.100558
1.667991,4.024347,4.069469,4.098896
1.667169,4.025995,4.071953,4.101389
1.667169,4.025171,4.070297,4.099727
1.667991,4.025171,4.069469,4.098065
1.667991,4.026819,4.071953,4.100558
1.667991,4.025995,4.070297,4.099727
1.667169,4.025171,4.069469,4.098896
1.667169,4.025995,4.071125,4.100558
1.667169,4.025171,4.070297,4.100558
1.667991,4.025171,4.069469,4.098896
1.667169,4.026819,4.070297,4.100558
1.667991,4.025171,4.069469,4.099727
1.667169,4.025995,4.069469,4.099727
1.667169,4.027643,4.070297,4.100558
1.667169,4.025995,4.069469,4.099727
1.667991,4.025171,4.069469,4.098065
1.666347,4.025995,4.071125,4.100558
1.667991,4.025171,4.068641,4.098896
1.667169,4.023523,4.067813,4.098065
1.667169,4.025995,4.070297,4.100558
1.666347,4.025995,4.071125,4.099727
1.667991,4.023523,4.066985,4.096402
1.667169,4.025995,4.070297,4.100558
1.667169,4.025995,4.070297,4.099727
1.667991,4.022698,4.067813,4.095571
1.667169,4.025995,4.070297,4.098065
1.667169,4.025995,4.070297,4.099727
1.668813,4.023523,4.067813,4.097233
1.667991,4.024347,4.068641,4.098065
1.667169,4.025995,4.070297,4.098896
1.667991,4.025995,4.069469,4.098065
1.668813,4.023523,4.067813,4.095571
1.667169,4.025995,4.070297,4.098065
1.667991,4.025171,4.070297,4.098065
1.667991,4.023523,4.067813,4.095571
1.667169,4.024347,4.069469,4.097233
1.667991,4.025995,4.070297,4.098896
1.667169,4.025171,4.069469,4.098065
1.668813,4.022698,4.066985,4.095571
1.667169,4.025171,4.071125,4.098896
1.667991,4.025171,4.070297,4.098065
1.667991,4.023523,4.067813,4.096402
1.668813,4.023523,4.068641,4.096402
1.667169,4.025171,4.070297,4.098065
1.667169,4.025995,4.070297,4.098896
1.668813,4.022698,4.067813,4.095571
1.668813,4.024347,4.068641,4.097233
1.667169,4.025171,4.070297,4.098065
1.667169,4.025171,4.069469,4.098065
1.668813,4.021874,4.066985,4.094740
1.667169,4.025171,4.069469,4.098065
1.667169,4.025995,4.070297,4.098065
1.667169,4.025995,4.069469,4.098065
1.668813,4.023523,4.066985,4.094740
1.667169,4.025171,4.069469,4.096402
1.667991,4.025171,4.070297,4.098065
1.667991,4.025171,4.069469,4.098065
1.667991,4.022698,4.066985,4.094740
1.667991,4.023523,4.068641,4.095571
1.667169,4.025995,4.069469,4.097233
1.667991,4.025995,4.070297,4.097233
1.668813,4.022698,4.066985,4.093078
1.667169,4.024347,4.068641,4.096402
1.667169,4.025995,4.070297,4.097233
1.667169,4.024347,4.069469,4.096402
1.669635,4.023523,4.066985,4.093909
1.668813,4.023523,4.067813,4.095571
1.667169,4.025171,4.069469,4.098065
1.667991,4.025171,4.070297,4.097233
1.667991,4.024347,4.068641,4.095571
1.669635,4.021874,4.066156,4.093909
1.667991,4.024347,4.069469,4.096402
1.667991,4.025171,4.070297,4.097233
1.667991,4.025171,4.069469,4.097233
1.669635,4.021874,4.067813,4.093909
1.668813,4.022698,4.067813,4.094740
1.667991,4.024347,4.069469,4.097233
1.668813,4.023523,4.069469,4.096402
1.667991,4.023523,4.068641,4.097233
1.668813,4.021874,4.066985,4.094740
1.667991,4.022698,4.067813,4.095571
1.667169,4.024347,4.069469,4.097233
1.667169,4.024347,4.069469,4.097233
1.667169,4.023523,4.067813,4.095571
1.668813,4.021874,4.066985,4.093078
1.667991,4.023523,4.068641,4.095571
1.667991,4.024347,4.069469,4.096402
1.667169,4.025171,4.069469,4.096402
1.667991,4.022698,4.066985,4.093909
1.667991,4.022698,4.066985,4.093078
1.668813,4.023523,4.067813,4.095571
1.667991,4.024347,4.068641,4.096402
1.667169,4.024347,4.068641,4.096402
1.668813,4.022698,4.066985,4.093909
1.667991,4.022698,4.066985,4.093078
1.669635,4.023523,4.069469,4.096402
1.667991,4.023523,4.069469,4.096402
1.667991,4.024347,4.069469,4.096402
1.668813,4.021874,4.066985,4.093909
1.668813,4.021050,4.066156,4.093909
1.667991,4.023523,4.067813,4.095571
1.668813,4.023523,4.068641,4.095571
1.667991,4.023523,4.069469,4.095571
1.668813,4.022698,4.067813,4.094740
1.668813,4.021874,4.066156,4.093078
1.668813,4.022698,4.066985,4.093909
1.667169,4.024347,4.068641,4.096402
1.668813,4.024347,4.068641,4.096402
1.668813,4.023523,4.067813,4.095571
1.668813,4.021874,4.066156,4.093078
1.667991,4.021874,4.066156,4.093078
1.667991,4.024347,4.067813,4.095571
1.667169,4.023523,4.067813,4.095571
1.668813,4.022698,4.066985,4.094740
1.668813,4.021050,4.065328,4.093078
1.668813,4.021050,4.065328,4.093078
1.667991,4.022698,4.066985,4.095571
1.667991,4.023523,4.067813,4.095571
1.667991,4.023523,4.067813,4.096402
1.667991,4.021874,4.067813,4.094740
1.668813,4.021874,4.065328,4.093078
1.668813,4.021050,4.065328,4.093078
1.668813,4.023523,4.067813,4.095571
1.667991,4.023523,4.067813,4.096402
1.668813,4.022698,4.067813,4.095571
1.667991,4.021874,4.066985,4.093909
1.668813,4.021050,4.065328,4.093078
1.667991,4.022698,4.065328,4.093909
1.667991,4.023523,4.067813,4.095571
1.668813,4.023523,4.067813,4.095571
1.667991,4.023523,4.067813,4.095571
1.668813,4.021050,4.066156,4.093078
1.667991,4.021050,4.066156,4.093078
1.669635,4.021874,4.066156,4.093078
1.667169,4.022698,4.067813,4.094740
1.667169,4.023523,4.068641,4.095571
1.667169,4.023523,4.067813,4.095571
1.667991,4.021050,4.066156,4.093078
1.668813,4.020226,4.065328,4.092247
1.669635,4.021050,4.066156,4.093078
1.668813,4.022698,4.067813,4.094740
1.669635,4.022698,4.067813,4.094740
1.667991,4.023523,4.066985,4.095571
1.669635,4.021874,4.065328,4.093078
1.668813,4.021050,4.065328,4.093078
1.669635,4.021050,4.065328,4.093078
1.668813,4.023523,4.066985,4.093909
1.668813,4.022698,4.067813,4.093909
1.668813,4.022698,4.067813,4.093909
1.669635,4.022698,4.066985,4.093078
1.669635,4.021874,4.065328,4.092247
1.668813,4.021050,4.065328,4.093078
1.669635,4.021050,4.065328,4.092247
1.669635,4.022698,4.066156,4.093078
1.669635,4.023523,4.066985,4.093909
1.668813,4.023523,4.067813,4.093909
1.669635,4.021874,4.065328,4.092247
1.669635,4.021874,4.065328,4.092247
1.669635,4.021050,4.065328,4.091416
1.668813,4.022698,4.066156,4.092247
1.668813,4.023523,4.067813,4.093078
1.668813,4.023523,4.066985,4.093078
1.668813,4.022698,4.066985,4.093909
1.669635,4.021050,4.065328,4.092247
1.669635,4.021050,4.064500,4.091416
1.669635,4.021874,4.065328,4.091416
1.667991,4.022698,4.066156,4.093909
1.668813,4.023523,4.066156,4.093909
1.668813,4.023523,4.066156,4.093078
1.669635,4.021874,4.065328,4.091416
1.669635,4.021050,4.064500,4.090585
1.669635,4.021050,4.065328,4.090585
1.669635,4.021874,4.066156,4.093078
1.669635,4.023523,4.066985,4.093909
1.669635,4.022698,4.066156,4.093078
1.668813,4.021874,4.066156,4.091416
1.669635,4.021050,4.065328,4.090585
1.670457,4.021050,4.064500,4.090585
1.668813,4.021874,4.066156,4.092247
1.669635,4.023523,4.066985,4.093078
1.667991,4.022698,4.066156,4.093078
1.669635,4.021050,4.064500,4.091416
1.668813,4.021050,4.064500,4.090585
1.669635,4.021050,4.064500,4.090585
1.669635,4.022698,4.066156,4.092247
1.668813,4.023523,4.066985,4.093078
1.668813,4.023523,4.066985,4.093078
1.669635,4.021050,4.064500,4.089754
1.669635,4.021050,4.063672,4.089754
1.669635,4.021050,4.063672,4.089754
1.668813,4.023523,4.065328,4.092247
1.669635,4.022698,4.065328,4.092247
1.668813,4.023523,4.066156,4.093078
1.669635,4.021050,4.063672,4.090585
1.669635,4.021050,4.063672,4.089754
1.669635,4.021050,4.062844,4.089754
1.669635,4.022698,4.065328,4.093078
1.668813,4.023523,4.066156,4.093078
1.669635,4.021050,4.065328,4.090585
1.669635,4.020226,4.063672,4.089754
1.669635,4.020226,4.063672,4.089754
1.669635,4.021050,4.064500,4.091416
1.668813,4.022698,4.065328,4.092247
1.669635,4.022698,4.064500,4.092247
1.669635,4.021050,4.063672,4.089754
1.671280,4.019402,4.062844,4.088923
1.670457,4.020226,4.062844,4.089754
1.667991,4.022698,4.065328,4.093078
1.669635,4.021874,4.066156,4.093078
1.670457,4.020226,4.064500,4.090585
1.669635,4.018578,4.062844,4.088923
1.669635,4.018578,4.062844,4.088923
1.669635,4.020226,4.064500,4.089754
1.668813,4.022698,4.065328,4.091416
1.669635,4.021874,4.065328,4.090585
1.670457,4.020226,4.062844,4.089754
1.669635,4.021050,4.063672,4.089754
1.669635,4.021050,4.063672,4.088923
1.669635,4.022698,4.065328,4.091416
1.669635,4.022698,4.065328,4.090585
1.670457,4.019402,4.062844,4.089754
1.669635,4.020226,4.062844,4.089754
1.670457,4.020226,4.062844,4.088923
1.669635,4.022698,4.065328,4.091416
1.669635,4.021874,4.065328,4.092247
1.669635,4.020226,4.062844,4.088923
1.669635,4.020226,4.062844,4.088092
1.670457,4.021050,4.062844,4.088092
1.670457,4.022698,4.065328,4.090585
1.669635,4.022698,4.065328,4.091416
1.670457,4.020226,4.062844,4.088923
1.669635,4.020226,4.062844,4.088923
1.670457,4.019402,4.062844,4.088092
1.668813,4.021874,4.065328,4.091416
1.669635,4.021050,4.065328,4.090585
1.670457,4.019402,4.062844,4.088092
1.668813,4.019402,4.062844,4.088092
1.668813,4.019402,4.062844,4.088092
1.668813,4.021874,4.065328,4.091416
1.668813,4.021050,4.065328,4.090585
1.669635,4.019402,4.063672,4.088923
1.669635,4.019402,4.063672,4.088092
1.669635,4.020226,4.063672,4.088923
1.669635,4.021874,4.066156,4.091416
1.668813,4.021050,4.065328,4.089754
1.670457,4.018578,4.063672,4.088092
1.669635,4.019402,4.062844,4.088092
1.669635,4.021050,4.065328,4.089754
1.669635,4.020226,4.065328,4.089754
1.669635,4.018578,4.063672,4.087261
1.670457,4.018578,4.062844,4.087261
1.669635,4.020226,4.063672,4.088923
1.669635,4.021874,4.066156,4.091416
1.669635,4.019402,4.062844,4.087261
1.670457,4.019402,4.062844,4.088092
1.669635,4.019402,4.063672,4.088092
1.668813,4.021874,4.066156,4.091416
1.670457,4.020226,4.064500,4.089754
1.670457,4.018578,4.062844,4.087261
1.670457,4.018578,4.062844,4.087261
1.669635,4.021874,4.065328,4.090585
1.669635,4.021050,4.064500,4.088923
1.669635,4.018578,4.062844,4.087261
1.670457,4.019402,4.063672,4.088092
1.669635,4.021050,4.065328,4.089754
1.669635,4.020226,4.062844,4.088092
1.670457,4.018578,4.062844,4.087261
1.669635,4.020226,4.063672,4.087261
1.668813,4.021874,4.066156,4.090585
1.668813,4.018578,4.063672,4.087261
1.669635,4.019402,4.062844,4.087261
1.669635,4.019402,4.062844,4.087261
1.669635,4.021874,4.066156,4.089754
1.669635,4.018578,4.063672,4.087261
1.669635,4.018578,4.062844,4.086430
1.669635,4.020226,4.064500,4.088092
1.669635,4.021050,4.065328,4.089754
1.670457,4.018578,4.062844,4.087261
1.669635,4.017753,4.062016,4.087261
1.668813,4.020226,4.064500,4.089754
1.669635,4.019402,4.063672,4.088923
1.669635,4.017753,4.062016,4.086430
1.670457,4.017753,4.062016,4.086430
1.668813,4.021050,4.065328,4.089754
1.669635,4.019402,4.062844,4.087261
1.669635,4.017753,4.062016,4.085598
1.669635,4.018578,4.062844,4.087261
1.667991,4.021050,4.064500,4.089754
1.669635,4.018578,4.061188,4.085598
1.670457,4.018578,4.061188,4.086430
1.670457,4.018578,4.062844,4.087261
1.669635,4.020226,4.063672,4.088923
1.670457,4.017753,4.062016,4.085598
1.671280,4.018578,4.062016,4.085598
1.669635,4.020226,4.064500,4.088092
1.669635,4.019402,4.062844,4.086430
1.669635,4.017753,4.062016,4.085598
1.670457,4.018578,4.062844,4.087261
1.669635,4.021050,4.064500,4.088923
1.669635,4.018578,4.061188,4.086430
1.670457,4.018578,4.062016,4.086430
1.668813,4.021050,4.064500,4.090585
1.670457,4.018578,4.062016,4.086430
1.670457,4.018578,4.062016,4.085598
1.670457,4.020226,4.062844,4.088092
1.669635,4.020226,4.062844,4.087261
1.670457,4.017753,4.061188,4.084767
1.669635,4.019402,4.062844,4.087261
1.670457,4.019402,4.062844,4.087261
1.670457,4.018578,4.062016,4.085598
1.669635,4.019402,4.062844,4.087261
1.669635,4.020226,4.063672,4.088092
1.669635,4.017753,4.062016,4.084767
1.670457,4.018578,4.062016,4.086430
1.669635,4.020226,4.062844,4.088092
1.670457,4.018578,4.061188,4.085598
1.669635,4.018578,4.061188,4.086430
1.669635,4.021050,4.062844,4.088092
1.669635,4.016929,4.060360,4.084767
1.670457,4.017753,4.060360,4.084767
1.669635,4.021050,4.064500,4.088092
1.669635,4.016929,4.060360,4.084767
1.669635,4.016929,4.060360,4.084767
1.669635,4.020226,4.063672,4.088923
1.669635,4.017753,4.060360,4.084767
1.670457,4.017753,4.060360,4.084767
1.669635,4.021050,4.063672,4.088092
1.671280,4.017753,4.060360,4.084767
1.670457,4.018578,4.061188,4.085598
1.670457,4.020226,4.063672,4.088092
1.671280,4.018578,4.061188,4.084767
1.670457,4.018578,4.061188,4.084767
1.669635,4.021050,4.063672,4.087261
1.670457,4.018578,4.061188,4.083936
1.669635,4.018578,4.062016,4.084767
1.669635,4.020226,4.063672,4.087261
1.670457,4.018578,4.062016,4.084767
1.669635,4.018578,4.062844,4.085598
1.669635,4.019402,4.062844,4.085598
1.670457,4.017753,4.061188,4.083936
1.670457,4.018578,4.062016,4.084767
1.669635,4.020226,4.063672,4.087261
1.670457,4.017753,4.061188,4.084767
1.670457,4.018578,4.062016,4.085598
1.670457,4.018578,4.062016,4.085598
1.670457,4.017753,4.060360,4.083936
1.669635,4.020226,4.062844,4.087261
1.670457,4.018578,4.062016,4.084767
1.671280,4.017753,4.061188,4.084767
1.669635,4.019402,4.062844,4.086430
1.670457,4.017753,4.060360,4.084767
1.670457,4.017753,4.060360,4.083936
1.669635,4.020226,4.062844,4.087261
1.669635,4.016929,4.061188,4.083936
1.669635,4.018578,4.062016,4.084767
1.669635,4.018578,4.062016,4.085598
1.670457,4.016929,4.060360,4.084767
1.669635,4.018578,4.062016,4.086430
1.670457,4.018578,4.061188,4.084767
1.670457,4.017753,4.061188,4.083936
1.669635,4.019402,4.063672,4.086430
1.669635,4.016929,4.060360,4.083936
1.670457,4.016929,4.060360,4.083936
1.670457,4.019402,4.062844,4.086430
1.671280,4.016929,4.060360,4.083105
1.669635,4.019402,4.062844,4.085598
1.670457,4.017753,4.060360,4.083936
1.670457,4.016929,4.061188,4.083936
1.669635,4.018578,4.062844,4.086430
1.671280,4.016929,4.060360,4.083105
1.671280,4.018578,4.062016,4.084767
1.669635,4.017753,4.061188,4.083936
1.671280,4.016105,4.060360,4.082274
1.671280,4.018578,4.062844,4.084767
